"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 02 11:53:04 IST 2023","Fri Jun 02 11:53:25 IST 2023","21840","","Retailers","","Retailers","TC_TrackNTrace_Retailers_001_Validate Retailers button","TC_TrackNTrace_Retailers_001_Validate Retailers button",""
